variant	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
136	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1
137	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
140	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
141	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
142	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1
143	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
144	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
146	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
147	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
149	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
150	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
151	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
152	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
153	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
154	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
155	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
157	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
160	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
161	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
162	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
163	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0
164	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
167	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
169	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
170	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
172	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1
175	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
176	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
177	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0
182	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
185	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
192	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
194	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0
195	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1
196	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
197	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
198	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
199	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
200	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
201	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
202	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
203	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
